name,phone,website,address,city,rating,reviews,type,place_id,email_guess,mv_quality,mv_result
Bad Chicken,(469) 206-0237,http://badchicken.com/,"5014 Ross Ave, Dallas, TX 75206",Dallas,4.4,2467,Chicken wings restaurant,ChIJ6xAQuW6fToYRypB4c2LtIOo,admin@badchicken.com,good,ok
Paris Coffee Shop,(817) 945-1702,https://pariscoffeeshopfw.com/,"704 W Magnolia Ave, Fort Worth, TX 76104",Fort Worth,4.3,2465,Breakfast restaurant,ChIJg6e8a3VxToYRyfBYTS3OSeA,pariscoffeeshopftw@gmail.com,good,ok
Escapology Escape Rooms Dallas - Victory Park,(469) 421-1445,https://www.escapology.com/en/dallas-tx-victory-park,"2375 Victory Park Ln Ste 110 Ste 110 Suite 110, Dallas, TX 75219",Dallas,4.9,2461,Escape room center,ChIJmwkEaZuZToYRLMdFDyrH9Sc,dallas@escapology.com,good,ok
Tru Jamaica Restaurant,(254) 304-9288,https://trujamaica.com/?utm_source=google,"937 Taylor St, Waco, TX 76704",Waco,4.9,2454,Jamaican restaurant,ChIJ-y9hykmDT4YRhYTfHT1dvoU,aniceto@trujamaica.com,risky,catch_all
The Barbecue Station,(210) 824-9191,https://www.barbecuestation.com/,"1610 NE Interstate 410 Loop, San Antonio, TX 78209",San Antonio,4.4,2451,Barbecue restaurant,ChIJf5W0Cdb0XIYR_OJVSkJZmsE,speacock@barbecuestation.com,good,ok
The Catch: Conroe,(936) 521-1618,https://thecatchhouston.com/thecatchconroe-i2neie?utm_source=google,"2121 W Davis St, Conroe, TX 77304",Conroe,4.3,2448,Seafood restaurant,ChIJiXDZI_47R4YROUBlFMzjUWo,blake@twventures.org,risky,catch_all
The Post Oak Hotel at Uptown Houston,(844) 386-1600,https://www.thepostoakhotel.com/,"1600 W Loop S, Houston, TX 77027",Houston,4.6,2410,Hotel,ChIJizj5VEfBQIYRjpuVYYo5Gf8,spa@thepostoak.com,risky,catch_all
Frisco Diner,(214) 618-0652,http://friscodiner.com/,"9250 Dallas Pkwy #160, Frisco, TX 75033",Frisco,4.8,2407,Breakfast restaurant,ChIJS-ZuNFQ5TIYR3X7lQFWxmDg,friscodiner2107@gmail.com,good,ok
Amigo Bail Bonds,(915) 532-3500,https://www.amigobail.com/,"501 N Kansas St, El Paso, TX 79901",El Paso,4.9,2392,Bail bonds service,ChIJK7BlH_5Y54YREOYSm1yHCQ8,amigo@amigobail.com,good,ok
Mr. Sugar Rush,(469) 458-6888,http://www.mrsugarrush.com/,"909 Dragon St, Dallas, TX 75207",Dallas,4.9,2382,Caterer,ChIJYX4yhCSGToYRR06ElpD2PcY,love@mrsugarrush.com,good,ok
Bijan Persian Grill,(832) 242-1500,https://www.bijanpersiangrill.com/,"5922 Hillcroft St #A, Houston, TX 77036",Houston,4.2,2370,Persian restaurant,ChIJOb8sQ0rCQIYRZolk2L7LMbE,bijan5922@gmail.com,good,ok
Sinners Tattoo Studio and Supply,(469) 793-1001,https://www.sinnerstattoostudio.com/,"5032 Lemmon Ave B, Dallas, TX 75209",Dallas,4.9,2365,Tattoo shop,ChIJ_9-63r2eToYRYF6ru93cN1s,mymail@mailservice.com,bad,invalid
Pho Please,(512) 354-9779,http://www.phopleaseaustin.com/,"1920 E Riverside Dr, Austin, TX 78741",Austin,4.5,2364,Vietnamese restaurant,ChIJncD9d0-0RIYRQyKMbcGMtIs,phopleaseaustin@gmail.com,good,ok
IchiUmi Sushi (Haru Sushi),(512) 795-8666,http://ichiumisushitx.com/,"9503 Research Blvd #500, Austin, TX 78759",Austin,4.5,2355,Sushi restaurant,ChIJbQlC9qXLRIYRbjTIRrVzBYo,ichiumisushi888@gmail.com,good,ok
"Benjamin Franklin Plumbing, Water Heaters, & Drain Cleaning",(817) 562-7507,https://benjaminfranklinplumbingfortworth.com/fort-worth-tx/?utm_source=google&utm_medium=organic&utm_campaign=gmb-fort-worth-tx,"640 Taylor St Suite 1217, Fort Worth, TX 76102",Fort Worth,4.7,2354,Plumber,ChIJXZ04dTl6ToYR8zd1SJaE90A,service@benfranklinarlington.com,risky,catch_all
"AGR Sports Indoor Paintball, Laser Tag, Gellyball and Axe Throwing",(281) 657-9220,https://agrsports.com/,"1300 E 40th St, Houston, TX 77022",Houston,4.8,2347,Paintball center,ChIJlxUI0Sy5QIYRc33SDvqdlgg,agrsports.katy@gmail.com,good,ok
Frontier Cooling & Heating,(956) 476-2280,https://www.frontieraircon.com/?utm_source=google&utm_medium=organic&utm_campaign=mission_gbp,"1812 W Griffin Pkwy B, Mission, TX 78572",Mission,4.9,2335,HVAC contractor,ChIJOQkJofmoZYYRZ0yH4BtDs7A,jay@frontieraircon.net,good,ok
Budget Car Rental,(214) 353-4940,https://www.budget.com/en/locations/us/tx/dallas/dal?utm_source=google&utm_medium=gbp&utm_campaign=budget_gbp,"7020 Cedar Springs Rd, Dallas, TX 75235",Dallas,2.8,2324,Car rental agency,ChIJJ5lAYC-cToYREx9syi__IRQ,custserv@budget.com,bad,invalid
Grooves of Houston,+1 713-652-9900,https://www.groovesofhouston.com/,"2300 Pierce St, Houston, TX 77003, United States",Houston,4.3,2322,Bar,ChIJ1cWJuhu_QIYRvx1Pbd20B-E,houstongrooves@gmail.com,good,ok
BREWED,(833) 367-9073,http://www.brewedfw.com/,"801 W Magnolia Ave, Fort Worth, TX 76104",Fort Worth,4.3,2320,Breakfast restaurant,ChIJ0b6zd3VxToYRCfie07JxT0I,steve@brewedfw.com,good,ok
Press Café,(817) 570-6002,https://www.presscafeftworth.com/,"4801 Edwards Ranch Rd #105, Fort Worth, TX 76109",Fort Worth,4.4,2316,American restaurant,ChIJLc8hYl9yToYRVu-fTwrPW_g,events@farouthospitality.com,good,ok
Discount Inspection & Brake,(281) 506-2345,https://www.dibtx.com/,"2606 East Sam Houston Pkwy S, Pasadena, TX 77503",Pasadena,4.9,2314,Auto repair shop,ChIJjyPlrruYQIYRnbv2_OFh7qA,marketing@dibtx.com,good,ok
Meineke Car Care Center,(512) 782-8011,https://www.meineke.com/locations/tx/pflugerville-1460/?utm_source=google&utm_medium=organic&utm_campaign=gbp_website,"2324 W Pecan St, Pflugerville, TX 78660",Pflugerville,4.8,2314,Auto repair shop,ChIJIezPhavPRIYRwiPdZBPJsNs,shop.2898@meineke.net,good,ok
Dessert Gallery Bakery & Cafe,(713) 522-9999,https://dessertgallery.com/,"3600 Kirby Dr # D, Houston, TX 77098",Houston,4.3,2294,Bakery,ChIJ4RbLUqnqQIYRzrd2D7BJiOk,blanca@dessertgallery.com,risky,catch_all
Lytle Land & Cattle Company,(325) 677-1925,https://www.lytlelandandcattle.com/,"1150 E South 11th St, Abilene, TX 79602",Abilene,4.2,2291,Steak house,ChIJW6wDE_SRVoYRHORS_EOvu8s,lindsayf@lytlelandandcattle.com,good,ok
1st Rate Inspections,(832) 567-5791,https://1strateinspections.com/?utm_source=google&utm_medium=organic&utm_campaign=google_my_business,"16111 Mary Ann Ln, Cypress, TX 77429",Cypress,4.9,2290,Home inspector,ChIJZ4yKx6jRQIYRd3DOLqj40l8,clientcare@1strateinspections.com,good,ok
Social Beer Garden HTX,(713) 636-9357,https://www.socialbeergardenhtx.com/,"3101 San Jacinto St, Houston, TX 77004",Houston,4.7,2287,Sports bar,ChIJ8b12Ex2_QIYRMTefkQiQQPk,socialbeergardenhtx@gmail.com,good,ok
The Barn Door Restaurant & Meat Market,(210) 824-0116,http://www.thebarndoorrestaurant.com/,"8400 N New Braunfels Ave, San Antonio, TX 78209",San Antonio,4.4,2280,Steak house,ChIJlQry-jb1XIYRjbgE35VQaSk,barndoorbanquets@gmail.com,good,ok
Purple Care - Lawn Care & Pest Control Fort Worth,(817) 803-9433,https://www.purplecare.com/?utm_campaign=gmb,"12121 Eagle Mountain Dam Rd, Fort Worth, TX 76135",Fort Worth,4.7,2276,Landscaper,ChIJx1xKloLhTYYRjFbCGQTzKEo,contact@purplecare.com,good,ok
The White Horse,(512) 553-6756,http://thewhitehorseaustin.com/,"500 Comal St, Austin, TX 78702",Austin,4.4,2269,Bar,ChIJ279pHrG1RIYRicks_tZPpjs,thewhitehorseatx@gmail.com,good,ok
Bollo Woodfired Pizza,(713) 677-0391,http://www.bollohouston.com/,"2202 W Alabama St A, Houston, TX 77098",Houston,4.5,2265,Pizza restaurant,ChIJ5wnd4JLAQIYRCfZM17__40g,manager@bollohouston.com,good,ok
"Silver Spur Air, Heating, & Plumbing of DFW",(682) 324-3936,https://silverspurhome.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp-DFW,"4204 Garland Dr, Haltom City, TX 76117",Haltom City,4.9,2263,HVAC contractor,ChIJ77pCfwZ3ToYR5NyRxGjwqQ0,servicedfw@silverspurhome.com,good,ok
Granada Theater,(214) 841-4900,https://www.granadatheater.com/,"3524 Greenville Ave, Dallas, TX 75206",Dallas,4.6,2252,Live music venue,ChIJ20xM2mqfToYRZ_oW1VjNYc0,booking@granadatheater.com,good,ok
Italia Express Cedar Springs,(214) 521-3300,https://italiaexpresscedarsprings.com/?utm_source=google,"4000 Cedar Springs Rd, Dallas, TX 75219",Dallas,4.7,2238,Italian restaurant,ChIJoXUMp8meToYRwIxIoNjQJ80,italiaexpressdelivery@gmail.com,good,ok
K-2 Steak House,(979) 245-6936,http://www.k2steakhouse.com/,"1701 8th St, Bay City, TX 77414",Bay City,4.3,2223,Steak house,ChIJ0cKGgke5QYYRYPX6uOljvgk,k2steakhouseinc@gmail.com,good,ok
Birraporetti's,(713) 224-9494,https://www.birraporettis.com/,"500 Louisiana St, Houston, TX 77002",Houston,4.2,2222,Italian restaurant,ChIJ34hlYjC_QIYRokhNiyTitHc,webbirra@gmail.com,good,ok
Emo's Austin,(512) 777-0873,https://www.emosaustin.com/,"2015 E Riverside Dr, Austin, TX 78741",Austin,4.4,2216,Live music venue,ChIJ3T7ob6a1RIYR3u5WNGcggEE,emosaustin@livenation.com,risky,catch_all
The “REAL” Insurance Lady,(713) 367-1161,https://therealinsurancelady.com/,"4340 Griggs Rd, Houston, TX 77021",Houston,4.8,2215,Insurance agency,ChIJSWv3FES_QIYRL4ccd2Ow134,enroll@therealinsurancelady.com,good,ok
Pete's Dueling Piano Bar,(512) 472-7383,http://www.petesduelingpianobar.com/,"421 E 6th St, Austin, TX 78701",Austin,4.7,2208,Piano bar,ChIJewwXTqa1RIYRG6LyckTodqs,erin-austin@petesduelingpianobar.com,error,The read operation timed out
Discount Electronics - North Austin,(512) 983-9989,https://www.discountelectronics.com/,"4005 W Parmer Ln, Austin, TX 78727",Austin,4.7,2203,Used computer store,ChIJxfTw6-PLRIYRFsK-Z0CJu64,internet@discountelectronics.com,risky,catch_all
Avenida Brazil Churrascaria Steakhouse - Clear Lake,(281) 557-9999,https://www.avebrazil.com/,"201 W Bay Area Blvd, Webster, TX 77598",Webster,4.7,2198,Brazilian restaurant,ChIJC3hBIomcQIYRr-khKaAF6UI,clearlake@avebrazil.com,risky,catch_all
Smith Dental Care,(903) 534-1171,http://smithdentaltyler.com/?utm_campaign=gmb,"5400 New Copeland Rd, Tyler, TX 75703",Tyler,4.9,2185,Cosmetic dentist,ChIJ1851T_XMSYYRq5WI90pHuTU,frontdesk@smithdentaltyler.com,good,ok
Furniture To Go,(214) 853-0989,https://www.ftgfurniture.com/,"2759 Irving Blvd, Dallas, TX 75207",Dallas,4.9,2174,Furniture store,ChIJczxsmfibToYR7uPq4Xvhm0s,mail@ftgfurniture.com,good,ok
AB Moving,(713) 999-3960,https://www.abmoving.com/areas-served/houston/?utm_source=GMBlisting&utm_medium=organic,,,4.7,2170,Mover,ChIJyf7Zs_W8QIYRpOxrcimw0wk,sales@abmoving.com,error,The read operation timed out
NextCare Urgent Care San Antonio - Farm-To-Market Road,(210) 310-2273,https://nextcare.com/locations/tx/san-antonio-fm-78-woodlake/?utm_source=google&utm_medium=organic&utm_campaign=google_maps&utm_content=Woodlake,"7110 FM78 #110, San Antonio, TX 78244",San Antonio,4.6,2170,Urgent care center,ChIJQXWDvv7yXIYRPjr3vcVURKU,compliance@nextcare.com,bad,invalid
Las Palmas Tex-Mex,(214) 647-1232,https://laspalmasdallas.com/,"2708 Routh St, Dallas, TX 75201",Dallas,4.5,2167,Tex-Mex restaurant,ChIJpVXGN7GZToYRK2EFeo9Ts88,events@laspalmastexmex.com,good,ok
Phat Eatery - Katy,(832) 412-2927,https://www.phateatery.com/,"23119 Colonial Pkwy suite b-2, Katy, TX 77449",Katy,4.6,2156,Malaysian restaurant,ChIJDQ2vv9knQYYRlY_6VJFA6io,katy@phateatery.com,good,ok
Oliva Italian Eatery,(817) 337-6999,http://www.olivaeatery.com/,"12477 Timberland Blvd # 633, Fort Worth, TX 76244",Fort Worth,4.6,2156,Italian restaurant,ChIJCYVG1vXZTYYREngfZ995lkI,oliva@olivaeatery.com,good,ok
Stanton's City Bites,(713) 227-4893,https://www.stantonscitybites.com/,"1420 Edwards St, Houston, TX 77007",Houston,4.7,2147,Hamburger restaurant,ChIJnaHKbjW_QIYR_dY-bsyLrZw,stantonscitybites@gmail.com,good,ok
Wing Quarter,(713) 747-9464,https://www.wingquarter.com/,"3929 Old Spanish Trl #100, Houston, TX 77021",Houston,4.3,2141,Chicken wings restaurant,ChIJ__-kFsq_QIYRSBQWcHs_bfg,wings.burgers.daiquiris@gmail.com,good,ok
Lick Honest Ice Cream,(210) 314-8166,http://ilikelick.com/,"312 Pearl Pkwy #2101, San Antonio, TX 78215",San Antonio,4.5,2129,Ice cream shop,ChIJAQZXp_b1XIYR7J2E3nCpV1E,analytics@ilikelick.com,bad,invalid
"CPG Repair - Cell Phone, Computer & Game Repair",(346) 212-8261,https://cpgrepair.com/,"3350 Chimney Rock Rd, Houston, TX 77056",Houston,4.9,2126,Mobile phone repair shop,ChIJ8fnC7n3BQIYR7xDmyqC7QnA,needhelp@cpgrepair.com,error,The read operation timed out
Sharky's Waterfront Grill,(713) 904-5200,http://sharkyswaterfrontgrill.com/,"1660 W Lake Houston Pkwy Suite 104, Kingwood, TX 77339",Kingwood,4.2,2124,Seafood restaurant,ChIJ4fWe2OesQIYR-IeilHLQhz0,eat@sharkyswaterfrontgrill.com,good,ok
Air Tech of Conroe,(936) 220-1189,https://www.airtechofconroe.com/locations/conroe-tx/?utm_source=google-gbp&utm_medium=organic&utm_campaign=*18*air-tech-conroe,"12577 TX-105, Conroe, TX 77304",Conroe,4.9,2124,Plumber,ChIJI4XNlMc8R4YRwOW3PyRg4io,service@airtechofconroe.com,good,ok
Javi's,(903) 504-5075,https://javis903.com/,"7212 Old Jacksonville Hwy, Tyler, TX 75703",Tyler,4.5,2122,Restaurant,ChIJtxq8kl_LSYYRkxFTicYKdiA,jonpinhorn.typedesign@gmail.com,good,ok
Desperados Mexican Restaurant,(214) 363-1850,http://www.desperadosrestaurant.com/,"4818 Greenville Ave, Dallas, TX 75206",Dallas,4.5,2115,Mexican restaurant,ChIJuV3BvXSfToYR-k1qHgnMKB4,dos@desperadosrestaurant.com,risky,catch_all
Bayou City Seafood & Pasta,(713) 621-6602,https://www.bayoucityseafood.net/,"4712 Richmond Ave, Houston, TX 77027",Houston,4.3,2113,Seafood restaurant,ChIJfYjSzXLBQIYRzonPuYFDcZU,todd@bayoucitysap.com,good,ok
Coyote Bluff Cafe,(806) 373-4640,http://www.cbctogo.com/,"2417 S Grand St, Amarillo, TX 79103",Amarillo,4.7,2110,Restaurant,ChIJncHBBstIAYcRCJQKkbwpb0A,hi@mystore.com,bad,invalid
Kids Empire Houston Westchase,(713) 997-8090,https://www.kidsempire.com/park/westchase?utm_source=gmb&utm_medium=organic,"9749 Westheimer Rd, Houston, TX 77042",Houston,4.6,2110,Indoor playground,ChIJO_RZFEXDQIYR_4tbmR5cc_8,support@kidsempire.us,good,ok
H-Town Steam,(281) 235-9090,https://houstonsteamclean.com/,,,4.9,2108,Carpet cleaning service,ChIJaW5nEa3NQIYRKnV4Ub7YGe0,htownsteam@gmail.com,good,ok
Tom's Watch Bar,(281) 619-1779,https://tomswatchbar.com/houston/,"1201 Caroline St Suite #161 [level G], Houston, TX 77002",Houston,4.7,2107,Sports bar,ChIJw-5Jfk6_QIYR_kVQTT6npyA,asst@devongleason.com,good,ok
Crawfish Shack,(281) 462-2121,http://www.crawfishshack.com/,"5822 FM 2100, Crosby, TX 77532",Crosby,4.6,2104,Seafood restaurant,ChIJtQ1tVkBXP4YRJQVkqIGgvjI,danmeaux@crawfishshack.com,good,ok
Cattleack Barbeque,(972) 805-0999,http://cattleackbbq.com/,"13628 Gamma Rd, Farmers Branch, TX 75244",Farmers Branch,4.6,2102,Barbecue restaurant,ChIJLYVJGSsnTIYRCJ-WzhhIbfg,andrew@cattleackbbq.com,good,ok
iPhone Repair Gods,(512) 719-4263,http://www.startechpc.com/,"9513 Burnet Rd Suite 103, Austin, TX 78758",Austin,4.9,2095,Computer repair service,ChIJmUpDzbbLRIYRCfCafhCVqaw,rush127@yahoo.com,risky,unknown
Burger Bodega,(346) 293-8909,http://www.burgerbodega.com/,"4520 Washington Ave, Houston, TX 77007",Houston,4.5,2084,Hamburger restaurant,ChIJC8au4CvBQIYRmqApdY7KZNQ,contact@burgerbodega.com,good,ok
The Social House,(682) 276-3830,http://socialhousearlington.com/,"1705 N Collins St #101, Arlington, TX 76011",Arlington,4.4,2079,Restaurant,ChIJ92X4-_V9ToYRzIW-GwrKBrM,events@thesyngroup.com,good,ok
Lankford's Grocery & Market,(713) 522-9555,http://midtown.lankfordsburgers.com/,"88 Dennis St, Houston, TX 77006",Houston,4.5,2069,Hamburger restaurant,ChIJO14nT12_QIYRZ76AFd3jsDw,inquire@fosterrestaurant.com,good,ok
Grand Lux Nails Spa,(903) 653-4445,https://grandluxnailsspalongview.com/,"310 E Loop 281 unit a, Longview, TX 75605",Longview,4.6,2068,Nail salon,ChIJWb1KgE0_NoYRuNhBihlkkn8,huynguyen19760@yahoo.com,risky,unknown
Lamberts,(512) 494-1500,http://www.lambertsaustin.com/,"401 W 2nd St, Austin, TX 78701",Austin,4.4,2066,Barbecue restaurant,ChIJAW3LRQ-1RIYR5hvk_KAUmbo,event.comm@mmlhospitality.com,bad,invalid
12 Cuts Brazilian Steakhouse,(469) 779-7012,https://12cutssteakhouse.com/,"18010 Dallas Pkwy, Dallas, TX 75287",Dallas,4.7,2055,Steak house,ChIJbfpIn-ojTIYRWHqIqV9MX5Q,groupevents@12cutssteakhouse.com,good,ok
Lamberti’s Ristorante - MacArthur,(972) 506-3000,http://www.lambertiristorante.com/,"7701 N MacArthur Blvd, Irving, TX 75063",Irving,4.4,2051,Italian restaurant,ChIJuwspz0soTIYRLVZNAcuzqhc,david@lambertiristorante.com,good,ok
Mario's Seafood,(737) 222-5136,http://marioseafood.com/,"7522 N Interstate 35 Frontage Rd Building C, Austin, TX 78752",Austin,4.6,2042,Seafood restaurant,ChIJGVO2PuDLRIYR4nY6twh2pkY,adriana@marioseafood.com,good,ok
Scissors & Scotch,(469) 206-0394,https://scissorsscotch.com/locations/tx/dallas/uptown/,"100 Crescent Ct Ste 150, Dallas, TX 75201",Dallas,4.9,2040,Barber shop,ChIJNzUVPUmZToYRKmRZ81PRLxk,bezos@amazon.com,risky,catch_all
The Stix Icehouse,(214) 592-8335,http://www.thestixicehouse.com/,"301 Eldorado Pkwy #100, McKinney, TX 75069",McKinney,4.7,2038,Restaurant,ChIJj0zKwtoTTIYRXaeoxnYU8uA,community@thestixicehouse.com,risky,catch_all
Domingo Garcia Law Office,(214) 941-8300,https://domingogarcia.com/offices/dallas/?utm_source=google&utm_medium=organic&utm_campaign=gmb-listing-dallas,"1111 W Mockingbird Ln STE 1200, Dallas, TX 75247",Dallas,4.7,2036,Personal injury attorney,ChIJ0bmG-pGZToYRb-SOknjIm-0,inquiry@domingogarcia.com,good,ok
Slow Bone BBQ,(214) 377-7727,http://slowbone.com/,"2234 Irving Blvd, Dallas, TX 75207",Dallas,4.5,2019,Barbecue restaurant,ChIJZypGDlaZToYRUjxJgKE1AFk,catering@slowbone.com,good,ok
Red Oak Cafe - League City,(832) 905-3150,http://www.redoakcafe.net/,"6011 W Main St Ste A-106, League City, TX 77573",League City,4.6,2012,American restaurant,ChIJHYji27uEQIYR7mJ0yrGWnq0,brenden@redoakcafe.net,risky,unknown
Comfort Experts,(817) 678-1287,https://comfortexpertsinc.com/?utm_source=GMB&utm_medium=organic&utm_campaign=fort_worth,"4255 Bryant Irvin Rd Ste 211, Fort Worth, TX 76109",Fort Worth,4.8,2003,HVAC contractor,ChIJLUsPKXltToYRjPG3CeeER2s,customerservicedept@acgenius.com,good,ok
US Storage Centers,(210) 941-1842,https://www.usstoragecenters.com/storage-units/tx/san-antonio/2155-s-laredo-st?utm_source=google.local&utm_medium=organic&utm_campaign=local,"2155 S Laredo St, San Antonio, TX 78207",San Antonio,4.9,2000,Self-storage facility,ChIJmYSA5s9YXIYRu67sF0aPanw,privacyinfo@usstorage.net,good,ok
House of Smiles,(254) 680-4450,https://www.houseofsmiles.net/,"5610 E Central Texas Expy Ste 3, Killeen, TX 76543",Killeen,4.8,1992,Dentist,ChIJH75pI4NJRYYRnZhUY2UG9jQ,hs_hyd@yahoo.com,risky,unknown
Discount Motors 3,(817) 834-8881,http://www.discountmotorstexas.com/,"5801 E Belknap St, Fort Worth, TX 76117",Fort Worth,4.8,1985,Used car dealer,ChIJ9YKdT955ToYR4_O7Knly6HY,mario.ybarra@discmtrs.com,good,ok
Diamond Modern Furniture,(877) 349-5003,http://3roompackages.com/,"9524 Westheimer Rd, Houston, TX 77063",Houston,4.6,1983,Furniture store,ChIJsc5XV6XDQIYRkFLjLELbpEw,dmf.raleigh104@gmail.com,good,ok
Rancho Grande Bar & Grill- Magnolia,(281) 356-1700,https://www.ranchograndebargrill.com/,"18914 FM 1488, Magnolia, TX 77355",Magnolia,4.5,1980,Mexican restaurant,ChIJLXYMZI7XRoYRLc3CNfzLshw,contacts@esbnyc.com,risky,catch_all
Salute Italian Restaurant Frisco,(214) 407-7402,http://saluteitalianfrisco.com/,"5480 FM 423 #100, Frisco, TX 75034",Frisco,4.8,1973,Italian restaurant,ChIJ-VjgNnw7TIYReC4WYC2mBPw,salutefriscotx@gmail.com,good,ok
Rudyard's,(713) 993-6592,http://rudyardshtx.com/,"2010 Waugh Dr, Houston, TX 77006",Houston,4.5,1973,Bar & grill,ChIJ210pNaDAQIYRscZ9a_tToyo,rudzmgmt@gmail.com,bad,invalid
"Ernie's Plumbing Service, Inc.",(888) 802-0005,https://www.erniesplumbing.com/,"1809 W Pioneer Pkwy, Arlington, TX 76013",Arlington,4.7,1972,Plumber,ChIJ_____28mTIYRzOp4tys-Ok4,service@erniesplumbing.com,risky,catch_all
Wild West Motoplex,(281) 392-8850,https://www.wildwestmotoplex.com/,"22515 Katy Fwy, Katy, TX 77450",Katy,4.7,1961,Powersports vehicle dealer,ChIJTSHRexknQYYRwke0ldhzYQA,support@pixelmotion.com,good,ok
Tommy's Express® Car Wash,(210) 971-6890,https://tommys-express.com/locations/tx07/?utm_source=yext_gbp&utm_medium=listing-management&y_source=1_MTU1ODIxODgtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,"23202 U.S. Hwy 281 N, San Antonio, TX 78259",San Antonio,4.7,1957,Car wash,ChIJh427Ka2JXIYRjVri_UakiH4,tx07@teamtommys.com,good,ok
Bellissima Italian Mediterranean Restaurant,(512) 284-7599,http://bellissimatx.com/,"8300 N FM 620 K-200, Austin, TX 78726",Austin,4.8,1948,Italian restaurant,ChIJy9ZdSRkzW4YRIsogFDLNmq0,bellissimaaustin@gmail.com,good,ok
State of Grace,(832) 942-5080,http://www.stateofgracetx.com/,"3258 Westheimer Rd, Houston, TX 77098",Houston,4.6,1942,New American restaurant,ChIJJ0aTHObAQIYRPKlKBtryX9Y,eventsstateofgrace@rocketfarmrestaurants.com,good,ok
Micklethwait Barbecue,(512) 953-3549,http://craftmeatsaustin.com/,"4602 Tanney St, Austin, TX 78721",Austin,4.7,1942,Barbecue restaurant,ChIJB0cJf7m1RIYRLWbiT_M6QXM,team@craftmeatsaustin.com,good,ok
Reliant Pest Management,(713) 955-7091,https://reliantpest.com/houston-tx/?utm_source=google&utm_medium=organic&utm_campaign=gbp-houston,"421 Chestnut Business Park Dr, Tomball, TX 77375",Tomball,4.8,1938,Pest control service,ChIJscz1sRu2QIYR-jYl23iYfeg,sales@reliantpest.com,good,ok
Dot's Hop House & Cocktail Courtyard,(214) 230-3687,http://dotshophouse.com/,"2645 Commerce St, Dallas, TX 75226",Dallas,4.5,1938,Bar,ChIJyS6-g92YToYRqsIXgysq-hQ,dotshophouse@gmail.com,good,ok
Structured Foundation Repairs,(972) 484-1200,https://structuredfoundation.com/,"13301 Trinity Blvd, Euless, TX 76040",Euless,4.8,1937,General contractor,ChIJE6DxdpGAToYReU7ATpAyqcQ,bryan@rosetreesolutions.com,good,ok
Guard and Grace - Houston,(346) 326-0789,https://www.guardandgrace.com/houston,"500 Dallas St Suite 100, Houston, TX 77002",Houston,4.5,1923,Steak house,ChIJ9YCm_Ti_QIYR4HmRjRjnR54,adam@tagrg.com,good,ok
Weiss Air Conditioning and Plumbing,(281) 936-8216,https://weissacandheat.com/,"18187 Keenan Cut Off Rd, Montgomery, TX 77316",Montgomery,5,1917,HVAC contractor,ChIJ4R1t2Jw2R4YR8T7t1FAXzos,hello@justcallweiss.com,good,ok
CellularPort,(832) 475-9896,https://cellularport.com/harwin-drive/,"7100 Harwin Dr. ste A, Houston, TX 77036",Houston,4.9,1917,Mobile phone repair shop,ChIJkSHNck3CQIYRfifI_eE7n18,quote@cellularport.com,risky,catch_all
The Grove Kitchen & Gardens,(903) 939-0209,http://thegrovetyler.com/,"3500 Old Jacksonville Hwy, Tyler, TX 75701",Tyler,4.4,1916,Family restaurant,ChIJr7ZabI3LSYYRLoGmOqVhj9Q,events@thegrovetyler.com,risky,catch_all
The Greasy Spoon,(281) 781-7116,http://www.thegreasyspoonhtx.com/,"636 Cypress Station Dr A, Houston, TX 77090",Houston,4.1,1907,Soul food restaurant,ChIJL2X_xCXLQIYRD5DIo3Gh9yA,foodtruck@thegreasyspoonhtx.com,good,ok
X Out Pest Services,(726) 888-7020,https://xoutpest.com/,"8611 Honiley St, San Antonio, TX 78254",San Antonio,5,1900,Pest control service,ChIJLeNqIKddXIYRowgEb7JkBVA,service@xoutpest.com,good,ok
Back In Time Escape Rooms,(972) 876-8890,http://www.backintimedallas.com/,"2601 Preston Rd Space 1002, Frisco, TX 75034",Frisco,5,1898,Escape room center,ChIJ-SX2pjw9TIYRRnKfbf8k19M,stonebriar@backintime.com,good,ok
Sultan,(214) 592-8166,https://www.sultandine.net/,"3935 S Lake Forest Dr Suite 125, McKinney, TX 75070",McKinney,4.7,1897,Mediterranean restaurant,ChIJIaxSF2gXTIYRpDqFo5TvQ1Q,sebastian@aldusleaf.org,good,ok
Oscar Store,(254) 983-2175,http://www.oscarstoretexas.com/,"8133 Oscar Spur, Temple, TX 76501",Temple,4.7,1896,Restaurant,ChIJEYYI9VYNRYYRYlKVv9lzNCg,oscarstoretexas@gmail.com,good,ok
Bird Creek Brewing,(254) 598-3158,https://birdcreekbrewing.com/,"8 S 4th St, Temple, TX 76501",Temple,4.4,1885,Brewpub,ChIJBcC6MoZsRYYRtl8_bsS5V_8,acob@birdcreekbrewing.com,risky,catch_all
K&M Steam Cleaning,(512) 648-2473,http://www.kandmsteamcleaning.com/?utm_source=GBP_listing&utm_medium=organic&utm_campaign=listing,"2711 Daisy Dr Bldg 1, # 100, Austin, TX 78727",Austin,4.7,1883,Carpet cleaning service,ChIJxSxZ-D7JRIYRzqNAvNvUYSc,ken@kmaustin.com,good,ok
