email,first_name,last_name,company_name,phone_number,website,location,address,rating,reviews,business_type,mv_quality,mv_result,source,place_id,shared_email_count
info@premierfinewineandspirits.com,Premier,Fine Wine & Spirits,Premier Fine Wine & Spirits,(281) 974-1414,https://premierfinewineandspirits.com/,Houston,"174 Yale St #800, Houston, TX 77007",4.4,217,Liquor store,risky,catch_all,mv-verified-houston-risky-2026-04-20,ChIJ-5ulkVTHQIYRDIL45RR3poM,1
info@turnerhardware.com,Turner,Hardware,Turner Hardware,(713) 682-5021,http://www.turnerhardware.com/,Houston,"11730 Hempstead Rd, Houston, TX 77092",4.7,217,Hardware store,risky,catch_all,mv-verified-houston-risky-2026-04-20,ChIJU-OS3tPFQIYRmN8EYxo6tvA,1
info@pulte.com,Pulte,Homes - San Antonio,Pulte Homes - San Antonio,+1 210-496-1985,https://www.pulte.com/homes/texas/san-antonio,San Antonio,"927 E Sonterra Blvd Ste. 316, San Antonio, TX 78258, United States",4.9,216,Home builder,risky,catch_all,mv-verified-houston-risky-2026-04-20,ChIJw6fiQQ2JXIYRjQyA68rDb38,1
ctfdmail@aol.com,Central,Texas Family Dental,Central Texas Family Dental,(254) 690-3600,https://www.centexdds.com/,Killeen,"4104 E Stan Schlueter Loop Ste 4, Killeen, TX 76542",4.9,215,Dentist,risky,unknown,mv-verified-houston-risky-2026-04-20,ChIJp0_BPCtKRYYRjpUskxAN5q8,1
info@darlingdds.com,Darling,Dental,Darling Dental,(832) 437-7939,https://darlingdds.com/,Katy,"2750 FM 1463 Unit 210 Unit 210, Katy, TX 77494",4.9,215,Dentist,risky,unknown,mv-verified-houston-risky-2026-04-20,ChIJLzYCuIAjQYYRpMHJzH7Spys,1
waterslide1970@yahoo.com,Garcias,Towing,Garcias Towing,(210) 643-6105,https://www.garciastowing24-7.com/,San Antonio,"135 Maurine Dr, San Antonio, TX 78223",5,215,Towing service,risky,unknown,mv-verified-houston-risky-2026-04-20,ChIJkxhA7f73XIYRkKIkXNh8Z9Y,1
info@magnoliahalle.com,Magnolia,Halle,Magnolia Halle,(210) 496-0828 ext. 5,http://magnoliahalle.com/,San Antonio,"10319 Huebner Rd, San Antonio, TX 78240",4.6,215,Wedding venue,risky,catch_all,mv-verified-houston-risky-2026-04-20,ChIJ64jilTlnXIYRzS2YJwZntog,1
mimosanailbaruptown@yahoo.com,Mimosa,Nail Bar Uptown,Mimosa Nail Bar Uptown,(682) 666-8899,http://mimosanailbaruptown.com/,Dallas,"2633 McKinney Ave Suite 199, Dallas, TX 75204",4.9,215,Nail salon,risky,unknown,mv-verified-houston-risky-2026-04-20,ChIJR-SwewCZToYR6yQz-MHkqVA,1
mindymaids@yahoo.com,Mindy,Maids & Janitorial Services Carpet Cleaning,Mindy Maids & Janitorial Services Carpet Cleaning,(361) 331-8805,http://mindymaidstx.com/,,,4.5,215,House cleaning service,risky,unknown,mv-verified-houston-risky-2026-04-20,ChIJDQ81B330aIYROr7LKHZV-68,1
support@cleangreenpowerwashing.com,Clean,Green Power Washing,Clean Green Power Washing,+1 512-566-3486,https://cleangreenpowerwashing.com/,Austin,"Business Park, 13200 Pond Springs Rd Unit G61 & G62, Austin, TX 78729, United States",5,214,Pressure washing service,risky,catch_all,mv-verified-houston-risky-2026-04-20,ChIJBbm_BPO1RIYRHnXOafLT8OU,1
europeancars@sbcglobal.net,European,Cars Limited,European Cars Limited,+1 713-370-2730,https://www.europeancarslimited.com/,Houston,"4601 Feagan St Suite A, Houston, TX 77007, United States",4.9,214,Auto repair shop,risky,catch_all,mv-verified-houston-risky-2026-04-20,ChIJRXc60bPAQIYRIjmZ5msMGB8,1
info@lafurniturestore.com,LA,Furniture Store - Houston,LA Furniture Store - Houston,(713) 357-7440,https://www.lafurniturestore.com/special/la-furniture-store-houston-tx.html,Houston,"7071 Southwest Fwy, Houston, TX 77074",5,214,Furniture store,risky,catch_all,mv-verified-houston-risky-2026-04-20,ChIJlcU5AavDQIYRXLp-C1QRo4E,1
info@nomadnapoletana.com,Nomad,Napoletana,Nomad Napoletana,(806) 376-4700,https://www.nomadnapoletana.com/,Amarillo,"614 S Polk St, Amarillo, TX 79101",4.7,214,Pizza restaurant,risky,catch_all,mv-verified-houston-risky-2026-04-20,ChIJc5GNv_RPAYcRDX6AfFGWphQ,1
info@dallasrugcleaner.com,Oriental,Rug Cleaning Co.,Oriental Rug Cleaning Co.,(214) 821-9135,https://www.dallasrugcleaner.com/?utm_source=google&utm_medium=organic&utm_campaign=gmb-dallas-tx,Dallas,"3907 Ross Ave, Dallas, TX 75204",4.9,214,Carpet cleaning service,risky,catch_all,mv-verified-houston-risky-2026-04-20,ChIJ-WAkY9GYToYRMtse5HWxox0,1
nfo@allmetroplexplumbing.com,All,Metroplex Plumbing,All Metroplex Plumbing,(214) 717-9911,http://allmetroplexplumbing.com/,Lewisville,"2038 Devin Ln, Lewisville, TX 75067",5,213,Plumber,risky,catch_all,mv-verified-houston-risky-2026-04-20,ChIJv4AdqoguTIYR5yxvp3u37WA,1
info@hallairconditioning.com,Hall,Air Conditioning,Hall Air Conditioning,(325) 672-2541,https://www.hallairconditioning.com/,Abilene,"145 Shelton St, Abilene, TX 79603",4.8,213,Air conditioning contractor,risky,catch_all,mv-verified-houston-risky-2026-04-20,ChIJWRlMxWmOVoYRApKv77Cwd_U,1
info@junkgeniusdfw.com,Junk,Genius Dallas Ft. Worth,Junk Genius Dallas Ft. Worth,(214) 718-8848,https://www.junkgeniusdfw.com/,,,5,213,Garbage collection service,risky,catch_all,mv-verified-houston-risky-2026-04-20,ChIJw7JaKxWcToYRBmys0qgs8fg,1
info@magpieblossoms.com,Magpie,Blossom Boutique,Magpie Blossom Boutique,(512) 494-6198,http://www.magpieblossoms.com/,Austin,"3500 Ranch Rd 620 S STE F100, Austin, TX 78738",5,212,Florist,risky,unknown,mv-verified-houston-risky-2026-04-20,ChIJAQAAAFA3W4YRY3IGQeXA2vw,1
info@outofthecloset.org,Out,of the Closet - Dallas,Out of the Closet - Dallas,(214) 599-2173,https://outofthecloset.org/,Dallas,"3920 Cedar Springs Rd, Dallas, TX 75219",4.4,212,Thrift store,risky,unknown,mv-verified-houston-risky-2026-04-20,ChIJW6kwmqmfToYRm4hfsiwws70,3
info@redrockschurch.com,Red,Rocks Church Austin,Red Rocks Church Austin,(737) 212-6300,https://www.redrockschurch.com/austin/,Austin,"7625 N Interstate Hwy 35, Austin, TX 78752",4.7,212,Non-denominational church,risky,catch_all,mv-verified-houston-risky-2026-04-20,ChIJudY1gsLLRIYRRwp17rWE6-4,1
info@eliteappliance.com,Elite,Appliance,Elite Appliance,(214) 306-6900,http://www.eliteappliance.com/?utm_campaign=gmb,Farmers Branch,"4901 Alpha Rd #100, Farmers Branch, TX 75244",4.4,211,Appliance store,risky,catch_all,mv-verified-houston-risky-2026-04-20,ChIJ222AZ9cgTIYRRcEuypVpm_A,1
info@fts-electric.com,Flip,the Switch Electric,Flip the Switch Electric,(972) 619-9978,http://fts-electric.com/,Richardson,"1222 E Arapaho Rd #323, Richardson, TX 75081",5,211,Electrician,risky,catch_all,mv-verified-houston-risky-2026-04-20,ChIJQwBZ8LQcjY4RyvCvo9I2xpE,1
info@legitheatingandair.com,Legit,Heating and Air LLC,Legit Heating and Air LLC,(325) 269-4236,https://legitheatingandair.com/,Abilene,"133D S Leggett Dr, Abilene, TX 79605",4.7,211,HVAC contractor,risky,catch_all,mv-verified-houston-risky-2026-04-20,ChIJcSB2Lem_VoYR5wHNXV89yCk,1
support@bluepanthersa.com,Blue,Panther Legal Process Server of San Antonio,Blue Panther Legal Process Server of San Antonio,(210) 630-0406,https://www.bluepanthersa.com/process-serve,San Antonio,"1800 NE Interstate 410 Loop suite 302, San Antonio, TX 78217",4.9,210,Notary public,risky,catch_all,mv-verified-houston-risky-2026-04-20,ChIJ_y_z_l31XIYRP81sGSJXdME,4
info@heartlandroofingandconstruction.com,Heartland,Roofing and Construction Inc,Heartland Roofing and Construction Inc,(830) 964-5505,https://www.heartlandroofingandconstruction.com/,,,4.9,210,Roofing contractor,risky,unknown,mv-verified-houston-risky-2026-04-20,ChIJOcWHHCeiXIYR_5vrjh76LqU,1
info@maidinkaty.com,Maid,in Katy,Maid in Katy,(281) 610-1534,http://www.maidinkaty.com/,Katy,"2900 Katy Hockley Cut Off Rd Suite A-103, Katy, TX 77493",4.9,210,House cleaning service,risky,catch_all,mv-verified-houston-risky-2026-04-20,ChIJCUn8p2MnQYYR_uI6FKuK_gw,1
info@springmarketdentalgroup.com,Spring,Market Dental Group and Orthodontics,Spring Market Dental Group and Orthodontics,(281) 255-2224,https://www.springmarketdentalgroup.com/?sc_cid=GBP%3AO%3AGP%3A604%3AOrganic_Search%3AGeneral%3Ana&_vsrefdom=organic_gbp&y_source=1_MTU4ODcwOS03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,Spring,"24230 Kuykendahl Rd Ste 300, Spring, TX 77375",4.7,210,Dentist,risky,catch_all,mv-verified-houston-risky-2026-04-20,ChIJxe8HWAwyR4YRtiWEbg5ttaU,1
info@txsuits.com,Texas,Suits - Texas Attorneys,Texas Suits - Texas Attorneys,(210) 503-2800,http://www.txsuits.com/,San Antonio,"12451 Starcrest Dr Suite 102, San Antonio, TX 78216",4.9,210,Law firm,risky,catch_all,mv-verified-houston-risky-2026-04-20,ChIJV8jQnFuLXIYRMoX8rL3CxQY,1
info@groomandbloomtx.com,Groom,& Bloom Pet Grooming,Groom & Bloom Pet Grooming,(210) 608-3716,https://groomandbloomtx.com/,San Antonio,"506 Bonham, San Antonio, TX 78205",4.6,209,Pet groomer,risky,catch_all,mv-verified-houston-risky-2026-04-20,ChIJTTYJnPPzXIYR1bCY1A4pvHI,1
service@ashbaughlegal.com,Law,"Office of Dirk Ashbaugh, P.C.","Law Office of Dirk Ashbaugh, P.C.",(210) 822-4200,http://www.ashbaughlegal.com/,San Antonio,"40 NE Interstate 410 Loop Suite 118, San Antonio, TX 78216",5,209,Legal services,risky,catch_all,mv-verified-houston-risky-2026-04-20,ChIJbSSH9v5hXIYRnzbAqOmjMrU,1
hello@rejuvenateaustin.com,Rejuvenate,Austin,Rejuvenate Austin,(512) 923-1071,https://www.rejuvenateaustin.com/?utm_source=GBP,Austin,"1301 W 5th St #100, Austin, TX 78703",4.8,209,Medical spa,risky,catch_all,mv-verified-houston-risky-2026-04-20,ChIJb8T6p5dKW4YRm04Re1H3LRY,1
info@bullsoftx.com,Bulls,Of Texas - Junk Removal,Bulls Of Texas - Junk Removal,(512) 206-2805,http://bullsoftx.com/,Austin,"7600 Chevy Chase Dr suite 300, Austin, TX 78752",5,208,Waste management service,risky,catch_all,mv-verified-houston-risky-2026-04-20,ChIJta_qe2g9XkgRTStVJqzDvR8,1
info@cedaroakinsurance.com,Cedar,Oak Insurance,Cedar Oak Insurance,(512) 777-2967,http://www.cedaroakinsurance.com/,Austin,"901 S MoPac Expy Bldg.1, Suite 300, Austin, TX 78746",4.9,208,Insurance agency,risky,catch_all,mv-verified-houston-risky-2026-04-20,ChIJoR6sp6I1W4YR_GMgKk7EOPg,1
info@dwbrooksfh.com,D,W Brooks Funeral Home,D W Brooks Funeral Home,(210) 223-2045,http://www.dwbrooksfuneralhome.com/,San Antonio,"2950 E Houston St, San Antonio, TX 78202",5,208,Funeral home,risky,unknown,mv-verified-houston-risky-2026-04-20,ChIJPXSlUX72XIYR6r00zx5myU0,1
info@riya.travel,Riya,- The Travel Expert (Dallas),Riya - The Travel Expert (Dallas),(972) 947-2100,https://www.riya.travel/,Irving,"5525 N MacArthur Blvd, Irving, TX 75038",4.6,208,Travel agency,risky,catch_all,mv-verified-houston-risky-2026-04-20,ChIJmcN9WwODToYRVHXCKGvS7v0,1
info@houstontap.com,Texas,Automotive Performance - TAP,Texas Automotive Performance - TAP,(713) 465-6272,http://houstontap.com/,Houston,"10932 Hazelhurst Dr, Houston, TX 77043",4.8,208,Auto repair shop,risky,catch_all,mv-verified-houston-risky-2026-04-20,ChIJRd7XoDrbQIYRXAg23Aybd1k,1
info@xadetail.com,Xtreme,"Auto Detail, Inc.","Xtreme Auto Detail, Inc.",(512) 487-4873,https://xadetail.com/,Austin,"4509 Hudson Bend Rd #200, Austin, TX 78734",4.8,208,Car detailing service,risky,catch_all,mv-verified-houston-risky-2026-04-20,ChIJY36YEFrSRIYRyLj6p73zFJQ,1
mark@autoworksatx.com,AutoWorks,,AutoWorks,(210) 680-4328,https://autoworksatx.com/,San Antonio,"4727 Timco W, San Antonio, TX 78238",4.7,207,Auto repair shop,risky,unknown,mv-verified-houston-risky-2026-04-20,ChIJFTqu9rhdXIYRAdJvNc2Qz8U,1
info@lakewooddentalassociates.com,Lakewood,Dental Associates,Lakewood Dental Associates,(936) 291-0032,http://www.lakewooddentalassociates.com/,Huntsville,"901 Normal Park Dr Ste 200, Huntsville, TX 77320",4.6,207,Dentist,risky,catch_all,mv-verified-houston-risky-2026-04-20,ChIJmyv-XigGR4YRi-vyhqzrC48,2
info@shoepalace.com,Shoe,Palace,Shoe Palace,+1 713-595-4972,https://www.shoepalace.com/,Houston,"5085 Westheimer Rd Suite A1250, Houston, TX 77056, United States",4.2,207,Shoe store,risky,catch_all,mv-verified-houston-risky-2026-04-20,ChIJ-78xtG7BQIYRjDORnHQTVyI,3
kirkboats@aol.com,Capt,Kirk's Marine,Capt Kirk's Marine,(281) 367-5630,http://www.captkirks.com/,Spring,"705 Sawdust Rd, Spring, TX 77380",4.7,206,Boat dealer,risky,unknown,mv-verified-houston-risky-2026-04-20,ChIJUa_uyjw0R4YR-dHaToyWoLY,1
office@krestaroofing.com,Kresta,Roofing,Kresta Roofing,(210) 934-9604,https://krestaroofing.com/roofing-contractor-san-antonio-tx/,San Antonio,"119 E Turbo Dr #200, San Antonio, TX 78216",4.9,206,Roofing contractor,risky,catch_all,mv-verified-houston-risky-2026-04-20,ChIJb2Z28JVfXIYRZyuuRF2d4cY,1
mary@simmselectric.com,Simms,Electrical Services,Simms Electrical Services,(512) 766-5399,https://simmselectric.com/,Lakeway,"404 San Remo Blvd UNIT 1B, Lakeway, TX 78734",5,206,Electrician,risky,catch_all,mv-verified-houston-risky-2026-04-20,ChIJtR1oeq8xW4YRfC5pD64LxsA,1
info@thorntonsroofingcompany.com,Thornton's,Roofing Company,Thornton's Roofing Company,(325) 513-7663,http://www.thorntonsroofingcompany.com/,Abilene,"1102 Petroleum Dr, Abilene, TX 79602",5,206,Roofing contractor,risky,catch_all,mv-verified-houston-risky-2026-04-20,ChIJ-ehERs2NVoYR-KjOXhm7Kcg,1
info@uptownmotorcars.net,Uptown,Motor Cars,Uptown Motor Cars,(713) 680-2171,http://www.uptownmotorcars.net/,Houston,"1132 N Shepherd Dr, Houston, TX 77008",4.5,206,Used car dealer,risky,unknown,mv-verified-houston-risky-2026-04-20,ChIJ77vHK0LHQIYRLXeNlG6kL_Q,1
info@littletacoshop.com,Little,Taco Shop,Little Taco Shop,(713) 239-0879,http://www.thelittletacoshop.com/,Houston,"3411 Kirby Dr, Houston, TX 77098",4.6,205,Taco restaurant,risky,unknown,mv-verified-houston-risky-2026-04-20,ChIJ_-yID5PBQIYRrb3Tod5SS8E,1
info@atasteoftexasfamilyfood.com,A,Taste of Texas Family Food,A Taste of Texas Family Food,(254) 284-0121,https://atasteoftexasfamilyfood.com/,Temple,"1610 S 31st St #100, Temple, TX 76502",4.8,204,Restaurant,risky,unknown,mv-verified-houston-risky-2026-04-20,ChIJ2XGqJNdrRYYRH1m2EQLWZH8,1
cvapestcontrol@yahoo.com,CVA,Pest Control,CVA Pest Control,(956) 364-2001,https://cvapestcontrol.net/,,,5,204,Pest control service,risky,unknown,mv-verified-houston-risky-2026-04-20,ChIJ1XbBUkmCb4YRusJzRQ6r5-U,1
info@mayosbodyshop.com,Mayo's,Body Shop,Mayo's Body Shop,(214) 744-0766,https://mayosbodyshop.com/,Dallas,"314 Harbin St, Dallas, TX 75208",4.9,203,Auto body shop,risky,unknown,mv-verified-houston-risky-2026-04-20,ChIJwSlXQWSZToYRakP8zmWDdQ0,1
info@saautoglass.net,San,Antonio Auto Glass,San Antonio Auto Glass,(210) 977-9977,http://saautoglass.net/,San Antonio,"7520 Military Dr W, San Antonio, TX 78227",4.2,203,Auto glass shop,risky,catch_all,mv-verified-houston-risky-2026-04-20,ChIJOc5bkR5ZXIYRNVa8TD47iO8,1
info@southernbotanical.com,Southern,Botanical Landscaping,Southern Botanical Landscaping,(214) 366-2103,https://southernbotanical.com/,Dallas,"3151 Halifax St Suite 100, Dallas, TX 75247",4.6,203,Landscaper,risky,catch_all,mv-verified-houston-risky-2026-04-20,ChIJwyjANmucToYRwvYoEMr_7z8,1
abracadabrasep@aol.com,Abracadabra,Septic Pumping,Abracadabra Septic Pumping,(832) 299-4653,https://www.abracadabrasepticpumpinglp.com/,Waller,"16655 FM 362, Waller, TX 77484",4.9,202,Septic system service,risky,unknown,mv-verified-houston-risky-2026-04-20,ChIJtTXduIszQYYR8ZQ4fp2MqMc,1
info@akikosushi.com,Akiko,,Akiko,(346) 307-9999,https://akikosushi.com/,Houston,"5161 San Felipe St #300, Houston, TX 77056",4.7,202,Japanese restaurant,risky,catch_all,mv-verified-houston-risky-2026-04-20,ChIJCdkydCjBQIYRHjie1TDUnsc,1
office@texasrepublicveterinary.com,Texas,Republic Veterinary Hospital,Texas Republic Veterinary Hospital,(832) 437-8002,http://www.texasrepublicveterinary.com/,Katy,"25011 Lakeview Rd, Katy, TX 77494",4.8,202,Veterinarian,risky,catch_all,mv-verified-houston-risky-2026-04-20,ChIJTRJiz8QnQYYRwrpgZLJxEns,1
info@trustbarr.com,Barr,Residential Roofing Services,Barr Residential Roofing Services,(325) 701-9529,https://www.trustbarr.com/,Abilene,"2250 Oak St, Abilene, TX 79602",4.9,201,Roofing contractor,risky,catch_all,mv-verified-houston-risky-2026-04-20,ChIJ1dSjyvqNVoYRqoZk8d847Y8,1
eliteplumbing12@yahoo.com,Elite,Plumbing,Elite Plumbing,(817) 368-2607,https://eliteplumbingdfw.com/,Weatherford,"3701 Pecan Park Dr, Weatherford, TX 76087",4.2,201,Plumber,risky,unknown,mv-verified-houston-risky-2026-04-20,ChIJVVUlPfqKToYRBArPKYUNLzk,1
emmi@public-content.com,Doko,,Doko,(713) 505-1282,https://www.sushidoko.com/,Houston,"3737 Cogdell St Suite 145, Houston, TX 77019",4.6,200,Sushi restaurant,risky,catch_all,mv-verified-houston-risky-2026-04-20,ChIJI9leTQDBQIYR5r3FhICwmSA,1
frplumbing@yahoo.com,First,Response Plumbing Inc.,First Response Plumbing Inc.,(469) 685-5924,https://firstresponseplumbingpros.com/,Mesquite,"2533 Franklin Dr STE 12A, Mesquite, TX 75150",4.2,200,Plumber,risky,unknown,mv-verified-houston-risky-2026-04-20,ChIJM-2HCZqmToYRKC9d-rD2SFc,1
info@robertjgonzalez.com,Robert,"J. Gonzalez, Attorney At Law","Robert J. Gonzalez, Attorney At Law",(361) 993-3333,https://www.robertjgonzalez.com/,Corpus Christi,"5722 Wooldridge Rd, Corpus Christi, TX 78414",5,200,Criminal justice attorney,risky,catch_all,mv-verified-houston-risky-2026-04-20,ChIJUwmjIrf1aIYRVSjEfegV0ak,1
royal4auto@yahoo.com,Royal,Tint & Glass,Royal Tint & Glass,(832) 488-2345,http://www.windowtinting.company/,Houston,"4513 N Main St, Houston, TX 77009",4.8,200,Window tinting service,risky,unknown,mv-verified-houston-risky-2026-04-20,ChIJKa0tAHvcQIYReCs3JywNbOg,1
info@innovativeimage.com,Innovative,Images Photography,Innovative Images Photography,(281) 531-5269,http://www.innovativeimage.com/,Houston,"11211 Richmond Ave B101, Houston, TX 77082",4.9,199,Photography studio,risky,unknown,mv-verified-houston-risky-2026-04-20,ChIJiw6179rcQIYRE2ZJKVptK9Y,1
info@nicencleanatx.com,Nice,- N - Clean,Nice - N - Clean,(512) 517-2778,https://www.nicencleanatx.com/,Austin,"1201 E 11th St, Austin, TX 78702",4.5,199,Car wash,risky,unknown,mv-verified-houston-risky-2026-04-20,ChIJy6E3LMu1RIYRXSkxGrO7RzI,1
info@blackhorseah.com,Blackhorse,Animal Hospital,Blackhorse Animal Hospital,(832) 220-1380,http://blackhorseah.com/,Cypress,"13203 Fry Rd #1200, Cypress, TX 77433",4.8,198,Animal hospital,risky,catch_all,mv-verified-houston-risky-2026-04-20,ChIJT8uIK7nVQIYRtsC3NlaI8gs,1
info@dwightanddons.com,Dwight,& Don's Auto Care,Dwight & Don's Auto Care,(972) 288-5602,http://www.dwightanddons.com/,Mesquite,"100 N Galloway Ave, Mesquite, TX 75149",4.3,198,Auto repair shop,risky,catch_all,mv-verified-houston-risky-2026-04-20,ChIJ1bCNQXWlToYReGXpCaR58D4,1
rick@earlybirdieplumbing.com,Early,Birdie Plumbing,Early Birdie Plumbing,(832) 544-6621,http://www.earlybirdieplumbing.com/,Hempstead,"38359 Bonnie Lake Dr S N, Hempstead, TX 77445",5,198,Plumber,risky,catch_all,mv-verified-houston-risky-2026-04-20,ChIJX8CquffJRoYRlEf8ieLdA-M,1
info@washclubtx.com,Wash,Club PPF & Tint,Wash Club PPF & Tint,(915) 800-3369,http://washclubtx.com/,El Paso,"1302 Gail Borden Pl UNIT A-11, El Paso, TX 79935",4.9,198,Car detailing service,risky,catch_all,mv-verified-houston-risky-2026-04-20,ChIJkdNmKaBD54YR22wOigNxWm8,1
blackhawkshootingrange@yahoo.com,Blackhawk,Shooting Range,Blackhawk Shooting Range,(210) 622-5405,http://www.blackhawkshootingrange.com/,Atascosa,"12135 Jarratt Rd, Atascosa, TX 78002",4.2,197,Shooting range,risky,unknown,mv-verified-houston-risky-2026-04-20,ChIJM8t5wThPXIYR6jZtACMj_Yk,1
info@mashfix.com,MASHFiX,Computer Repair and Data Recovery,MASHFiX Computer Repair and Data Recovery,(469) 554-8610,https://www.mashfix.com/,Euless,"1001 W Euless Blvd suite 417, Euless, TX 76040",4.9,197,Computer repair service,risky,catch_all,mv-verified-houston-risky-2026-04-20,ChIJX9hjmyV_ToYROrPD-riZ3EQ,1
info@taxsoluciones.com,TaxSolutionS,,TaxSolutionS,(214) 904-9090,http://www.taxsoluciones.com/,Dallas,"3100 W Northwest Hwy, Dallas, TX 75220",4.8,197,Tax preparation service,risky,catch_all,mv-verified-houston-risky-2026-04-20,ChIJBYst0K-dToYRRUWPVIbja-U,1
info@texasaircompany.com,Texas,Air Conditioning,Texas Air Conditioning,(956) 525-6060,http://www.texasaircompany.com/,Brownsville,"807 W Price Rd, Brownsville, TX 78520",4.7,197,HVAC contractor,risky,catch_all,mv-verified-houston-risky-2026-04-20,ChIJ0YMM9mmUb4YRbIiUAQqrT68,1
abslock70@yahoo.com,Absolute,lock & Safe,Absolute lock & Safe,,http://www.abslock.org/,San Antonio,"4910 Rigsby Ave, San Antonio, TX 78222",4.6,196,Locksmith,risky,unknown,mv-verified-houston-risky-2026-04-20,ChIJfTOknnzvXIYRDOUUcf_zd9w,1
info@angelsharehtx.com,Angel,Share,Angel Share,(713) 237-8828,http://angelsharehtx.com/,Houston,"924 Congress St, Houston, TX 77002",4.8,196,Bar,risky,catch_all,mv-verified-houston-risky-2026-04-20,ChIJ58ibwCC_QIYRE79R1soMbe8,1
fuyacafemissouricity@yahoo.com,Fuya,Cafe,Fuya Cafe,(281) 778-1688,http://www.thefuyacafe.com/,,"Texas, Missouri City, Hwy 6, 邮政编码: 77459",4.6,196,Chinese restaurant,risky,unknown,mv-verified-houston-risky-2026-04-20,ChIJd182mgXvQIYR6PsPmYDeDcc,1
info@illusionsalon.net,ILLUSION,SALON,ILLUSION SALON,(972) 575-8240,http://illusionsalon.net/,Plano,"280 Legacy Dr #103, Plano, TX 75023",4.9,196,Beauty salon,risky,unknown,mv-verified-houston-risky-2026-04-20,ChIJkWO63s8ZTIYREMthCQc_7KQ,1
ken@kltelectric.com,KLT,Electric,KLT Electric,(682) 553-9288,https://www.kltelectric.com/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=10538482833316069241,Grapevine,"410 E Northwest Hwy #1, Grapevine, TX 76051",5,196,Electrician,risky,catch_all,mv-verified-houston-risky-2026-04-20,ChIJD2WNFvXUTYYRZAwxqLk8Axg,1
missionorthodontics@yahoo.com,Mission,Orthodontics,Mission Orthodontics,(210) 822-7797,http://www.missionorthodontics.com/,San Antonio,"7978 Broadway Suite 200, San Antonio, TX 78209",5,196,Orthodontist,risky,unknown,mv-verified-houston-risky-2026-04-20,ChIJUXhQ8EX1XIYRpVLXBa5usHc,1
info@qmenu.us,Osaka,Hibachi & sushi,Osaka Hibachi & sushi,(281) 245-6238,https://qmenu.us/#/osaka-hibachi-sushi-alvin,Alvin,"1215 S Gordon St, Alvin, TX 77511",4.8,196,Japanese restaurant,risky,catch_all,mv-verified-houston-risky-2026-04-20,ChIJwe_F4ECPQIYRmw76lprTkXU,1
info@pearleventsaustin.com,Pearl,Events Austin,Pearl Events Austin,(512) 487-7047,http://pearleventsaustin.com/,Austin,"1206 W 38th St Suite 1104, Austin, TX 78705",4.9,196,Event planner,risky,catch_all,mv-verified-houston-risky-2026-04-20,ChIJFXbI7obKRIYRAtLF6hdVWV4,1
chef@austhentico.com,Austhentico,,Austhentico,,http://www.austhentico.com/,Austin,"308 Congress Ave., Austin, TX 78701",4.8,195,Spanish restaurant,risky,catch_all,mv-verified-houston-risky-2026-04-20,ChIJdRoWVyVNW4YR0TSK09tbXSQ,1
inspections@hilshergroup.com,HG,Home Inspection,HG Home Inspection,(281) 782-7451,http://www.hghomeinspection.com/,Houston,"2020 N Loop W Suite 150, Houston, TX 77018",4.8,195,Home inspector,risky,catch_all,mv-verified-houston-risky-2026-04-20,ChIJH5ZjLs8_R4YRE9-abIMvjA8,1
marketing@houstonhealing.com,Houston,Healing Chiropractic,Houston Healing Chiropractic,(713) 300-0327,https://www.houstonhealing.com/,Houston,"1611 Fannin St, Houston, TX 77002",5,195,Chiropractor,risky,catch_all,mv-verified-houston-risky-2026-04-20,ChIJeSRK3z2_QIYR1KwPJ-l08JI,2
info@soldwithsantos.com,The,SOLD with Santos Group - ST&A Realtors - Houston Home Buying & Selling Experts,The SOLD with Santos Group - ST&A Realtors - Houston Home Buying & Selling Experts,(832) 231-3056,http://soldwithsantos.com/,Houston,"3302 Canal St, Houston, TX 77003",5,195,Real estate agency,risky,catch_all,mv-verified-houston-risky-2026-04-20,ChIJoyMvpmyDQIYRk8zRNKsjgIA,1
info@theadamslawfirm.com,Adams,Law Firm,Adams Law Firm,(281) 391-9237,https://www.theadamslawfirm.com/?utm_source=GMB&utm_medium=Organic&utm_campaign=katy,Katy,"23501 Cinco Ranch Blvd H205, Katy, TX 77494",4.8,194,Attorney,risky,unknown,mv-verified-houston-risky-2026-04-20,ChIJ-W5CySchQYYRWtr1eouy-lg,1
info@urby.com,Dallas,Urby,Dallas Urby,(855) 771-3975,https://www.urby.com/location/dallas?utm_source=moz&utm_medium=gmb&utm_campaign=dallas_gmb_moz,Dallas,"1930 Hi Line Dr, Dallas, TX 75207",4.6,194,Apartment complex,risky,unknown,mv-verified-houston-risky-2026-04-20,ChIJ5xpl1x-ZToYR30WnOugYnGo,1
support@getbento.com,LadyBird,Beer Garden,LadyBird Beer Garden,(210) 733-3613,https://www.ladybirdbeergarden.com/,San Antonio,"447 W Hildebrand Ave, San Antonio, TX 78212",4.2,194,Beer garden,risky,catch_all,mv-verified-houston-risky-2026-04-20,ChIJLciFIMVfXIYREXXCxpUCiDc,1
